date,year,month,dekad_of_year,abs_dekad,rainfall_mm,tmax_c,tmin_c,is_wet_dekad,season,location
2002-03-21,2002,3,9,1484,22.91403,22.45306,13.40173,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-04-01,2002,4,10,1485,45.63801,22.93545,13.98318,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-04-11,2002,4,11,1486,50.09502,21.93777,14.4509,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-04-21,2002,4,12,1487,48.49774,22.00368,14.35655,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-05-01,2002,5,13,1488,53.93665,23.06448,14.80081,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-05-11,2002,5,14,1489,32.43439,23.09793,14.70006,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-05-21,2002,5,15,1490,25.32127,23.15558,14.72283,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-06-01,2002,6,16,1491,0.0,23.97538,13.5431,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-06-11,2002,6,17,1492,0.0,23.82636,14.11595,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-06-21,2002,6,18,1493,0.0,24.70837,15.4337,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-07-01,2002,7,19,1494,0.0,25.07441,15.02019,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-07-11,2002,7,20,1495,0.7013575,25.00647,15.64676,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-07-21,2002,7,21,1496,0.0,25.02572,14.77123,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-08-01,2002,8,22,1497,0.9547511,22.93412,14.9441,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-08-11,2002,8,23,1498,0.0,25.62312,15.18093,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-08-21,2002,8,24,1499,17.42986,24.80332,15.73605,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-09-01,2002,9,25,1500,19.12217,25.49026,15.06585,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-09-11,2002,9,26,1501,25.69683,24.51551,14.8336,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-09-21,2002,9,27,1502,29.09955,26.42239,15.09498,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-10-01,2002,10,28,1503,34.50679,23.5808,14.11724,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-10-11,2002,10,29,1504,47.27149,25.27049,15.34651,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-10-21,2002,10,30,1505,38.41177,23.12231,14.87353,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-11-01,2002,11,31,1506,32.9819,22.24672,13.93923,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-11-11,2002,11,32,1507,35.58371,23.08284,14.60018,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-11-21,2002,11,33,1508,22.40272,23.97914,14.29041,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-12-01,2002,12,34,1509,28.61539,22.36118,14.43447,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-12-11,2002,12,35,1510,31.0362,22.56198,14.16001,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2002-12-21,2002,12,36,1511,26.84163,23.84242,14.59198,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-01-01,2003,1,1,1512,0.7873303,24.34129,14.92123,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-01-11,2003,1,2,1513,0.09502263,25.16295,14.42572,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-01-21,2003,1,3,1514,9.588235,25.0253,13.70287,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-02-01,2003,2,4,1515,3.036199,26.11846,14.26991,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-02-11,2003,2,5,1516,26.50226,24.64189,14.90764,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-02-21,2003,2,6,1517,18.44344,24.28116,14.39753,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-03-01,2003,3,7,1518,28.66063,25.0242,14.52117,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-03-11,2003,3,8,1519,31.42081,23.02684,14.58647,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-03-21,2003,3,9,1520,41.71493,23.39932,14.52504,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-04-01,2003,4,10,1521,44.40724,24.48331,14.42131,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-04-11,2003,4,11,1522,48.66968,22.68851,15.03694,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-04-21,2003,4,12,1523,50.32579,22.26237,14.11116,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-05-01,2003,5,13,1524,42.14932,22.68084,14.92103,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-05-11,2003,5,14,1525,31.50226,22.56242,13.98668,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-05-21,2003,5,15,1526,25.76471,21.69176,14.43746,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-06-01,2003,6,16,1527,22.71493,23.46107,14.50135,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-06-11,2003,6,17,1528,0.9457014,23.23125,13.65673,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-06-21,2003,6,18,1529,14.25339,21.42086,14.36604,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-07-01,2003,7,19,1530,0.1809955,22.73988,14.08318,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-07-11,2003,7,20,1531,0.0,22.87068,13.67037,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-07-21,2003,7,21,1532,0.06787331,24.41714,14.08033,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-08-01,2003,8,22,1533,0.0,24.45579,13.64346,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-08-11,2003,8,23,1534,17.79638,24.50962,14.84277,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-08-21,2003,8,24,1535,26.33484,23.06199,14.25427,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-09-01,2003,9,25,1536,32.04525,23.46153,14.36744,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-09-11,2003,9,26,1537,30.9457,23.35728,14.38922,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-09-21,2003,9,27,1538,26.84163,24.04089,13.8057,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-10-01,2003,10,28,1539,37.28054,23.94759,15.54105,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-10-11,2003,10,29,1540,42.26244,25.19912,14.53294,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-10-21,2003,10,30,1541,35.0362,23.36535,14.4835,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-11-01,2003,11,31,1542,40.53394,23.13218,14.21054,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-11-11,2003,11,32,1543,34.36652,23.14051,14.03862,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-11-21,2003,11,33,1544,39.06335,22.12492,14.01781,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-12-01,2003,12,34,1545,27.48416,21.98452,13.95381,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-12-11,2003,12,35,1546,26.19909,24.90974,14.20943,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2003-12-21,2003,12,36,1547,3.316742,24.38078,13.81322,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-01-01,2004,1,1,1548,2.248869,23.59904,14.46553,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-01-11,2004,1,2,1549,23.50679,24.27398,15.34688,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-01-21,2004,1,3,1550,16.94118,25.21917,13.82677,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-02-01,2004,2,4,1551,21.02262,24.20609,14.78477,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-02-11,2004,2,5,1552,8.936651,23.77596,14.34843,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-02-21,2004,2,6,1553,31.52489,23.29563,15.06296,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-03-01,2004,3,7,1554,36.43439,24.30655,15.52226,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-03-11,2004,3,8,1555,53.42081,23.34817,14.3808,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-03-21,2004,3,9,1556,44.8914,23.80704,15.19936,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-04-01,2004,4,10,1557,47.76471,23.29033,14.7175,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-04-11,2004,4,11,1558,47.41629,22.16608,15.04364,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-04-21,2004,4,12,1559,47.79638,21.76486,13.83723,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-05-01,2004,5,13,1560,39.53394,23.56781,15.46955,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-05-11,2004,5,14,1561,26.55656,23.58363,15.31996,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-05-21,2004,5,15,1562,9.533937,23.50553,13.36749,0,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-06-01,2004,6,16,1563,0.0,23.79006,13.61716,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-06-11,2004,6,17,1564,3.705882,24.93391,13.92805,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-06-21,2004,6,18,1565,0.0,24.56934,13.28628,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-07-01,2004,7,19,1566,0.0,24.68409,12.32444,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-07-11,2004,7,20,1567,0.0,24.15149,13.77855,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-07-21,2004,7,21,1568,1.452489,24.9353,14.65518,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-08-01,2004,8,22,1569,11.15837,23.33968,15.11075,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-08-11,2004,8,23,1570,8.366516,23.72179,14.50147,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-08-21,2004,8,24,1571,2.117647,25.1355,14.74885,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-09-01,2004,9,25,1572,30.96833,24.82174,14.45266,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-09-11,2004,9,26,1573,24.181,25.70084,14.82259,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-09-21,2004,9,27,1574,33.47511,24.53449,14.11848,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-10-01,2004,10,28,1575,35.34389,25.06566,13.16515,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-10-11,2004,10,29,1576,19.21267,24.38485,12.94554,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-10-21,2004,10,30,1577,42.61086,24.06139,12.85942,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-11-01,2004,11,31,1578,37.36652,23.80915,14.15409,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-11-11,2004,11,32,1579,39.40724,23.81676,13.79136,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-11-21,2004,11,33,1580,32.76471,24.16733,13.74203,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-12-01,2004,12,34,1581,25.9457,24.13788,13.47758,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-12-11,2004,12,35,1582,27.04977,24.26696,13.49719,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2004-12-21,2004,12,36,1583,26.89593,24.49808,13.17544,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-01-01,2005,1,1,1584,0.5158371,25.04427,14.48757,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-01-11,2005,1,2,1585,1.343891,24.45981,13.92443,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-01-21,2005,1,3,1586,19.45249,23.89165,14.21095,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-02-01,2005,2,4,1587,27.26697,23.89495,12.96383,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-02-11,2005,2,5,1588,16.41629,26.88515,13.85164,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-02-21,2005,2,6,1589,23.20362,27.29992,14.7925,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-03-01,2005,3,7,1590,42.0905,24.02533,14.71035,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-03-11,2005,3,8,1591,46.71946,23.50393,14.64748,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-03-21,2005,3,9,1592,36.28054,23.23515,14.36171,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-04-01,2005,4,10,1593,46.11312,24.71946,13.36278,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-04-11,2005,4,11,1594,48.94118,23.22191,13.58273,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-04-21,2005,4,12,1595,44.50679,23.39427,13.55615,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-05-01,2005,5,13,1596,68.90045,24.00601,13.00654,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-05-11,2005,5,14,1597,12.41629,24.70652,13.28093,0,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-05-21,2005,5,15,1598,28.15385,22.84531,12.67526,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-06-01,2005,6,16,1599,3.837104,24.59769,13.01803,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-06-11,2005,6,17,1600,6.809955,24.39392,12.83685,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-06-21,2005,6,18,1601,0.0,22.92238,12.65306,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-07-01,2005,7,19,1602,0.0,23.88049,12.60226,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-07-11,2005,7,20,1603,0.0,23.82541,12.9285,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-07-21,2005,7,21,1604,0.3122172,24.50911,14.21158,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-08-01,2005,8,22,1605,13.61539,24.46696,13.36892,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-08-11,2005,8,23,1606,44.35747,23.93835,13.00556,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-08-21,2005,8,24,1607,3.665158,24.57061,12.52371,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-09-01,2005,9,25,1608,38.61991,25.55699,13.1244,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-09-11,2005,9,26,1609,38.31674,24.56236,13.82254,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-09-21,2005,9,27,1610,20.0181,25.50287,12.85938,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-10-01,2005,10,28,1611,22.83258,26.17636,12.73574,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-10-11,2005,10,29,1612,51.75566,24.88922,12.81299,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-10-21,2005,10,30,1613,38.74208,24.57061,12.93476,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-11-01,2005,11,31,1614,34.76923,24.31583,12.16244,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-11-11,2005,11,32,1615,34.97738,25.12293,12.55713,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-11-21,2005,11,33,1616,35.0724,23.80482,12.54582,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-12-01,2005,12,34,1617,25.61539,25.11227,13.26179,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-12-11,2005,12,35,1618,20.87783,26.5718,13.6665,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2005-12-21,2005,12,36,1619,19.12217,27.34684,14.37515,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-01-01,2006,1,1,1620,12.79638,26.44409,15.02653,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-01-11,2006,1,2,1621,4.696833,23.70197,14.23004,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-01-21,2006,1,3,1622,6.755656,27.96297,14.00389,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-02-01,2006,2,4,1623,5.547511,26.79771,15.14475,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-02-11,2006,2,5,1624,21.09955,22.39534,14.29462,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-02-21,2006,2,6,1625,26.28054,22.7797,14.81992,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-03-01,2006,3,7,1626,37.13122,23.13298,15.33696,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-03-11,2006,3,8,1627,39.59729,22.92842,13.59049,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-03-21,2006,3,9,1628,39.38009,23.8821,13.92204,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-04-01,2006,4,10,1629,49.94118,23.13677,14.13281,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-04-11,2006,4,11,1630,44.02262,22.83535,14.19279,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-04-21,2006,4,12,1631,45.8009,21.36746,13.9861,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-05-01,2006,5,13,1632,48.23529,23.29434,14.93712,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-05-11,2006,5,14,1633,43.13122,22.67327,14.97246,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-05-21,2006,5,15,1634,24.97738,23.01772,13.95682,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-06-01,2006,6,16,1635,0.0,24.02011,13.52027,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-06-11,2006,6,17,1636,0.0,24.02224,13.37157,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-06-21,2006,6,18,1637,0.0,24.77598,13.87284,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-07-01,2006,7,19,1638,2.642534,25.2162,14.62884,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-07-11,2006,7,20,1639,0.05882353,23.64672,14.44177,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-07-21,2006,7,21,1640,6.710407,22.46553,14.24665,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-08-01,2006,8,22,1641,38.77828,21.46646,14.94761,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-08-11,2006,8,23,1642,0.9909502,24.59798,13.64816,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-08-21,2006,8,24,1643,13.38009,25.28353,14.33232,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-09-01,2006,9,25,1644,11.26244,25.10197,13.53964,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-09-11,2006,9,26,1645,39.95023,25.5198,14.51596,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-09-21,2006,9,27,1646,18.82353,24.25108,14.29413,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-10-01,2006,10,28,1647,31.22624,25.12978,15.12748,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-10-11,2006,10,29,1648,21.52489,25.48009,15.52114,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-10-21,2006,10,30,1649,46.20815,23.63171,15.20441,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-11-01,2006,11,31,1650,40.36652,22.7862,15.21621,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-11-11,2006,11,32,1651,36.8733,22.26484,14.22933,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-11-21,2006,11,33,1652,42.72398,22.40831,15.05662,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-12-01,2006,12,34,1653,27.42986,23.33741,14.66007,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-12-11,2006,12,35,1654,30.79185,23.3387,15.33846,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2006-12-21,2006,12,36,1655,27.62443,22.76552,15.79409,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
2007-01-01,2007,1,1,1656,0.8054299,24.27658,14.8746,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
