date,year,month,dekad_of_year,abs_dekad,rainfall_mm,tmax_c,tmin_c,is_wet_dekad,season,location
1991-04-21,1991,4,12,1091,48.52036,23.14501,14.06967,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-05-01,1991,5,13,1092,30.0362,22.71116,13.66414,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-05-11,1991,5,14,1093,56.65158,21.43625,13.89093,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-05-21,1991,5,15,1094,52.38914,21.21343,13.0922,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-06-01,1991,6,16,1095,9.647058,23.02811,13.46846,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-06-11,1991,6,17,1096,24.82805,22.37697,13.60306,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-06-21,1991,6,18,1097,0.0,23.20416,13.10765,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-07-01,1991,7,19,1098,1.040724,22.05433,13.56896,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-07-11,1991,7,20,1099,0.0,21.71973,12.70205,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-07-21,1991,7,21,1100,6.031674,22.14701,12.79588,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-08-01,1991,8,22,1101,5.918552,22.6829,13.15782,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-08-11,1991,8,23,1102,2.615385,22.85736,12.94633,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-08-21,1991,8,24,1103,0.3303168,24.17826,13.60641,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-09-01,1991,9,25,1104,30.15385,24.21382,13.17781,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-09-11,1991,9,26,1105,17.8733,24.34379,13.86926,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-09-21,1991,9,27,1106,21.56561,24.66608,14.37688,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-10-01,1991,10,28,1107,51.71041,25.24821,14.39996,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-10-11,1991,10,29,1108,49.89593,21.66193,13.5653,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-10-21,1991,10,30,1109,35.52489,22.52225,13.33353,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-11-01,1991,11,31,1110,30.55656,23.08909,13.23988,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-11-11,1991,11,32,1111,26.40272,23.15998,12.67283,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-11-21,1991,11,33,1112,33.82353,22.8475,13.20058,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-12-01,1991,12,34,1113,29.71493,23.38438,13.51637,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-12-11,1991,12,35,1114,22.28054,24.30884,13.47923,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1991-12-21,1991,12,36,1115,26.63348,23.02413,13.26477,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-01-01,1992,1,1,1116,0.2036199,22.92224,13.94892,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-01-11,1992,1,2,1117,14.88688,24.39616,13.68206,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-01-21,1992,1,3,1118,19.49774,24.83045,14.05657,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-02-01,1992,2,4,1119,31.75113,23.39499,13.86287,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-02-11,1992,2,5,1120,11.33937,24.57348,14.46772,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-02-21,1992,2,6,1121,20.26697,24.25142,14.9904,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-03-01,1992,3,7,1122,12.26697,24.90815,15.14746,0,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-03-11,1992,3,8,1123,37.52489,24.55889,14.38142,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-03-21,1992,3,9,1124,58.89593,22.50303,14.32238,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-04-01,1992,4,10,1125,47.25792,22.7107,14.12558,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-04-11,1992,4,11,1126,30.13122,23.53698,14.23181,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-04-21,1992,4,12,1127,57.95475,22.50988,14.07079,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-05-01,1992,5,13,1128,46.28054,23.3115,14.00521,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-05-11,1992,5,14,1129,22.51131,21.77313,13.73272,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-05-21,1992,5,15,1130,22.85068,22.00106,13.27938,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-06-01,1992,6,16,1131,0.0,22.10723,12.95994,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-06-11,1992,6,17,1132,2.067873,21.7905,13.3912,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-06-21,1992,6,18,1133,27.81448,21.86071,13.72798,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-07-01,1992,7,19,1134,0.0,21.92213,13.28668,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-07-11,1992,7,20,1135,0.0,21.48343,12.59337,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-07-21,1992,7,21,1136,0.0,22.38616,13.29244,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-08-01,1992,8,22,1137,2.542986,22.26583,13.09344,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-08-11,1992,8,23,1138,0.9366516,23.14097,12.53027,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-08-21,1992,8,24,1139,3.705882,23.31053,13.50011,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-09-01,1992,9,25,1140,36.8914,23.02975,13.82833,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-09-11,1992,9,26,1141,27.68326,21.88654,13.62859,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-09-21,1992,9,27,1142,17.37104,23.52977,13.00047,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-10-01,1992,10,28,1143,45.46154,22.68719,13.74419,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-10-11,1992,10,29,1144,51.64706,23.23515,13.04581,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-10-21,1992,10,30,1145,57.79185,22.87988,13.38555,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-11-01,1992,11,31,1146,33.46154,21.98462,13.20902,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-11-11,1992,11,32,1147,39.15385,22.42285,13.17792,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-11-21,1992,11,33,1148,25.71041,22.13422,12.83158,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-12-01,1992,12,34,1149,33.64706,21.47856,12.79026,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-12-11,1992,12,35,1150,36.33032,21.81345,13.00292,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1992-12-21,1992,12,36,1151,27.92308,23.04303,13.11887,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-01-01,1993,1,1,1152,18.17195,23.49706,13.70899,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-01-11,1993,1,2,1153,30.44344,22.86983,13.25845,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-01-21,1993,1,3,1154,1.226244,22.76007,13.39737,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-02-01,1993,2,4,1155,14.30317,22.44323,13.70993,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-02-11,1993,2,5,1156,24.22624,22.35017,13.64037,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-02-21,1993,2,6,1157,34.47511,23.48446,14.173,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-03-01,1993,3,7,1158,41.15837,23.12233,14.55107,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-03-11,1993,3,8,1159,53.80996,22.49992,13.89742,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-03-21,1993,3,9,1160,27.61539,21.40146,13.28985,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-04-01,1993,4,10,1161,30.54751,23.17954,13.96832,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-04-11,1993,4,11,1162,53.44344,22.11864,14.89075,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-04-21,1993,4,12,1163,42.9095,22.32465,14.52206,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-05-01,1993,5,13,1164,57.47964,23.58266,14.5755,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-05-11,1993,5,14,1165,39.63801,21.8686,14.40601,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-05-21,1993,5,15,1166,20.62443,22.33105,13.84627,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-06-01,1993,6,16,1167,14.9457,21.76549,14.19137,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-06-11,1993,6,17,1168,2.873303,21.84044,13.68167,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-06-21,1993,6,18,1169,0.0,22.23883,13.43382,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-07-01,1993,7,19,1170,0.0,22.78311,12.7877,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-07-11,1993,7,20,1171,0.0,22.36173,12.8565,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-07-21,1993,7,21,1172,0.0,23.03394,13.06077,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-08-01,1993,8,22,1173,31.52489,22.48081,13.33853,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-08-11,1993,8,23,1174,6.054299,22.75125,13.08915,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-08-21,1993,8,24,1175,16.95928,22.43261,13.43507,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-09-01,1993,9,25,1176,14.14932,23.89676,13.59984,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-09-11,1993,9,26,1177,12.819,24.34227,14.44132,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-09-21,1993,9,27,1178,16.25792,24.87732,14.40583,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-10-01,1993,10,28,1179,18.9819,23.94329,14.41559,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-10-11,1993,10,29,1180,16.30769,25.08644,14.25402,0,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-10-21,1993,10,30,1181,28.60181,23.56173,14.43379,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-11-01,1993,11,31,1182,41.00452,23.12448,14.0149,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-11-11,1993,11,32,1183,31.02715,23.28484,13.41361,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-11-21,1993,11,33,1184,33.18552,21.69707,13.41009,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-12-01,1993,12,34,1185,40.47964,22.1729,13.13044,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-12-11,1993,12,35,1186,26.06787,23.08634,13.38275,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1993-12-21,1993,12,36,1187,23.38009,23.19317,13.44642,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-01-01,1994,1,1,1188,32.28959,24.99655,14.52052,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-01-11,1994,1,2,1189,19.51131,24.87781,14.23098,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-01-21,1994,1,3,1190,0.0,24.84322,14.06018,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-02-01,1994,2,4,1191,20.02262,24.10921,14.74055,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-02-11,1994,2,5,1192,22.49774,24.24457,14.56598,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-02-21,1994,2,6,1193,19.68778,22.123,14.13503,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-03-01,1994,3,7,1194,34.14932,22.07537,14.20474,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-03-11,1994,3,8,1195,30.67873,21.56012,13.6157,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-03-21,1994,3,9,1196,32.71041,22.115,13.81115,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-04-01,1994,4,10,1197,42.55656,22.76731,14.22083,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-04-11,1994,4,11,1198,46.71493,22.01843,14.52685,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-04-21,1994,4,12,1199,46.51131,21.32602,13.97472,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-05-01,1994,5,13,1200,38.10407,22.46574,14.28991,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-05-11,1994,5,14,1201,29.64253,22.0787,14.10954,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-05-21,1994,5,15,1202,30.29864,22.78833,14.60361,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-06-01,1994,6,16,1203,2.384615,23.42037,13.79722,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-06-11,1994,6,17,1204,0.0,23.89694,14.4138,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-06-21,1994,6,18,1205,21.24887,23.6388,13.70528,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-07-01,1994,7,19,1206,7.959276,21.87593,13.37102,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-07-11,1994,7,20,1207,0.0,22.01222,13.13694,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-07-21,1994,7,21,1208,0.0,23.33463,13.36944,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-08-01,1994,8,22,1209,0.0,23.60676,13.1238,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-08-11,1994,8,23,1210,15.48416,22.1762,13.99417,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-08-21,1994,8,24,1211,12.50226,22.55546,14.24278,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-09-01,1994,9,25,1212,26.14027,23.5962,14.22796,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-09-11,1994,9,26,1213,33.26697,24.32176,14.74444,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-09-21,1994,9,27,1214,32.02262,23.85454,14.60463,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-10-01,1994,10,28,1215,42.8552,22.44518,14.66324,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-10-11,1994,10,29,1216,32.27602,22.04315,13.99176,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-10-21,1994,10,30,1217,39.99548,22.17546,13.84509,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-11-01,1994,11,31,1218,38.21267,21.77787,13.12018,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-11-11,1994,11,32,1219,36.70136,21.86111,12.94139,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-11-21,1994,11,33,1220,42.72851,23.025,13.73324,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-12-01,1994,12,34,1221,28.66063,21.7212,13.06194,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-12-11,1994,12,35,1222,23.45701,22.84241,13.41583,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1994-12-21,1994,12,36,1223,26.57014,24.16037,13.87185,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-01-01,1995,1,1,1224,16.43439,25.2688,14.14648,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-01-11,1995,1,2,1225,14.20362,26.11778,13.79009,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-01-21,1995,1,3,1226,10.53846,24.50611,14.06963,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-02-01,1995,2,4,1227,18.66063,23.89583,13.70852,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-02-11,1995,2,5,1228,15.77828,21.87139,13.07852,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-02-21,1995,2,6,1229,22.2172,20.82768,13.34954,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-03-01,1995,3,7,1230,32.18552,21.8838,14.01907,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-03-11,1995,3,8,1231,37.44344,22.43333,14.2637,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-03-21,1995,3,9,1232,34.85973,21.09657,13.82556,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-04-01,1995,4,10,1233,41.41629,22.34722,14.64454,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-04-11,1995,4,11,1234,42.04525,21.09435,14.41769,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-04-21,1995,4,12,1235,47.04073,20.57963,13.81676,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-05-01,1995,5,13,1236,39.76471,22.42491,14.55074,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-05-11,1995,5,14,1237,24.8552,21.40898,14.81491,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-05-21,1995,5,15,1238,26.03167,21.31981,13.24093,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-06-01,1995,6,16,1239,19.83258,22.41232,14.0225,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-06-11,1995,6,17,1240,18.57919,23.33333,13.92028,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-06-21,1995,6,18,1241,0.0,23.17259,13.84139,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-08-01,1995,8,22,1245,0.0,23.38148,13.59037,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-08-11,1995,8,23,1246,0.2850679,22.76417,13.51722,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-08-21,1995,8,24,1247,0.0361991,24.1187,14.47148,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-09-01,1995,9,25,1248,39.65611,24.91232,14.38065,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-09-11,1995,9,26,1249,22.15385,21.98769,13.2862,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-09-21,1995,9,27,1250,26.30769,24.52324,14.02981,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-10-01,1995,10,28,1251,39.81448,21.09768,13.71972,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-10-11,1995,10,29,1252,29.60181,22.93907,13.65306,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-10-21,1995,10,30,1253,34.71493,22.82463,13.81657,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-11-01,1995,11,31,1254,37.15837,22.45463,13.69065,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-11-11,1995,11,32,1255,35.75566,22.72333,13.3662,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-11-21,1995,11,33,1256,38.95927,22.87667,13.69194,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-12-01,1995,12,34,1257,25.61539,22.81417,13.05407,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-12-11,1995,12,35,1258,27.74208,23.05167,13.1912,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1995-12-21,1995,12,36,1259,27.17195,22.63722,12.99806,1,A (Sep-Dec),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1996-01-01,1996,1,1,1260,4.18552,22.80574,13.19778,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1996-01-11,1996,1,2,1261,17.84615,23.5575,13.79333,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1996-01-21,1996,1,3,1262,15.48869,23.48926,13.5338,0,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1996-02-01,1996,2,4,1263,22.37104,21.36046,13.56593,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1996-02-11,1996,2,5,1264,22.64253,21.53759,13.0438,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1996-02-21,1996,2,6,1265,27.75566,21.73991,13.35389,1,dry/other,"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
1996-03-01,1996,3,7,1266,33.1991,23.29056,14.43417,1,B (Mar-May),"Nyagatare box X 30.0-30.6, Y -1.5..-1.05 (spatial avg)"
